UserId,UserName,Date,Location,PostId,TagId,TagName
"741099","Nyxynyx","2017-07-20 01:28:29","Boston","33862317","16","python"
"2816869","f1lt3r","2017-11-19 16:48:28","Boston","47363268","9397","implicit"
"741099","Nyxynyx","2017-05-01 00:58:26","Boston","43711708","86420","hiredis"
"741099","Nyxynyx","2017-10-28 23:26:42","Boston","46995307","118223","python-3.6"
"4400697","nmusleh","2017-08-06 21:04:17","Boston","45536057","78022","angularjs"
"4400697","nmusleh","2017-10-31 18:32:10","Boston","47041699","81949","django-rest-framework"
"741099","Nyxynyx","2017-05-03 15:36:56","Boston","43713170","16","python"
"741099","Nyxynyx","2017-05-03 15:36:56","Boston","43713170","46426","node.js"
"4400697","nmusleh","2017-10-31 18:32:10","Boston","47041699","10742","django-models"
"4400697","nmusleh","2017-10-31 18:32:10","Boston","47041699","16","python"
"283296","Amelio Vazquez-Reina","2017-05-11 12:12:29","Boston","43880167","7979","matplotlib"
"4400697","nmusleh","2017-08-06 21:04:17","Boston","45536057","88155","angularjs-directive"
"3201696","ajmajmajma","2017-12-19 20:02:35","Boston","28819510","63161","underscore.js"
"283296","Amelio Vazquez-Reina","2017-02-01 23:18:44","Boston","41989077","16","python"
"2232367","Ben","2017-07-14 13:24:43","Boston","31539349","106942","react-router"
"456564","German Attanasio","2017-04-07 22:25:44","Boston, Massachusetts","37424232","22843","speech-to-text"
"2415684","jenesaisquoi","2017-09-29 01:04:45","Boston","42875523","991","scheme"
"456564","German Attanasio","2017-04-30 20:15:09","Boston, Massachusetts","43479761","115422","nl-classifier"
"741099","Nyxynyx","2017-05-23 14:21:50","Boston","6470267","1141","activerecord"
"741099","Nyxynyx","2017-10-26 22:40:05","Boston","16453644","16","python"
"741099","Nyxynyx","2017-02-08 08:32:28","Boston","20861880","46426","node.js"
"741099","Nyxynyx","2017-01-15 04:43:14","Boston","21083248","46426","node.js"
"7465863","Alex M","2017-01-26 07:02:49","Boston","41838619","142","ant"
"283296","Amelio Vazquez-Reina","2017-05-26 13:34:25","Boston","22795348","7979","matplotlib"
"283296","Amelio Vazquez-Reina","2017-04-20 20:48:18","Boston","43294508","101711","pymc3"
"741099","Nyxynyx","2017-03-01 23:50:10","Boston","42543933","16","python"
"741099","Nyxynyx","2017-11-02 22:25:16","Boston","47020343","16","python"
"741099","Nyxynyx","2017-05-23 14:21:50","Boston","6470267","21","mysql"
"283296","Amelio Vazquez-Reina","2017-05-26 13:34:25","Boston","22795348","16","python"
"3201696","ajmajmajma","2017-07-31 21:50:45","Boston","45420183","6367","sass"
"283296","Amelio Vazquez-Reina","2017-04-20 20:48:18","Boston","43294508","125769","multilevel-analysis"
"283296","Amelio Vazquez-Reina","2017-01-13 07:11:48","Boston","41628516","259","math"
"741099","Nyxynyx","2017-11-02 22:25:16","Boston","47020343","118223","python-3.6"
"283296","Amelio Vazquez-Reina","2017-04-20 20:48:18","Boston","43294508","125802","hierarchical-bayesian"
"741099","Nyxynyx","2017-12-28 21:39:10","Boston","46144735","126644","web3"
"456564","German Attanasio","2017-10-30 19:45:04","Boston, Massachusetts","38568584","22843","speech-to-text"
"283296","Amelio Vazquez-Reina","2017-01-13 07:11:48","Boston","41628516","16","python"
"283296","Amelio Vazquez-Reina","2017-05-15 20:36:32","Boston","15817420","71142","python-3.3"
"283296","Amelio Vazquez-Reina","2017-05-15 20:36:32","Boston","15817420","16","python"
"741099","Nyxynyx","2017-07-25 07:52:13","Boston","16376159","16","python"
"741099","Nyxynyx","2017-12-21 18:43:00","Boston","47930542","16","python"
"456564","German Attanasio","2017-05-11 16:15:14","Boston, Massachusetts","43464805","46426","node.js"
"741099","Nyxynyx","2017-08-05 22:12:41","Boston","45526778","46426","node.js"
"741099","Nyxynyx","2017-11-21 10:34:49","Boston","9719302","12375","amazon-ec2"
"3054619","mrlindsey","2017-02-10 19:06:08","Boston","42165059","68203","phantomjs"
"456564","German Attanasio","2017-11-17 17:11:23","Boston, Massachusetts","47354439","2361","translation"
"283296","Amelio Vazquez-Reina","2017-08-10 16:18:07","Boston","14635299","14670","ipython"
"6687297","Philipp","2017-03-02 15:59:06","Boston, Massachusetts, USA","42559600","16","python"
"4400697","nmusleh","2017-03-17 19:08:26","Boston","42864577","16","python"
"6687297","Philipp","2017-03-02 15:59:06","Boston, Massachusetts, USA","42559600","2531","for-loop"
"283296","Amelio Vazquez-Reina","2017-11-06 18:09:13","Boston","27517425","16","python"
"741099","Nyxynyx","2017-03-31 22:32:20","Boston","33749965","16","python"
"283296","Amelio Vazquez-Reina","2017-05-11 15:37:17","Boston","6719972","16","python"
"283296","Amelio Vazquez-Reina","2017-08-10 16:18:07","Boston","14635299","16","python"
"283296","Amelio Vazquez-Reina","2017-06-01 05:09:15","Boston","22284502","16","python"
"283296","Amelio Vazquez-Reina","2017-05-15 20:36:32","Boston","15817420","2348","subprocess"
"7816373","Kevin","2017-08-12 17:17:12","Boston","45652835","16","python"
"1335035","Magn3s1um","2017-10-26 14:53:22","Boston","46957410","108163",".net-core"
"2415684","jenesaisquoi","2017-08-30 09:39:24","Boston","33141630","572","tree"
"2232367","Ben","2017-07-14 13:24:43","Boston","31539349","92497","reactjs"
"456564","German Attanasio","2017-04-30 20:15:09","Boston, Massachusetts","43479761","17","java"
"741099","Nyxynyx","2017-07-26 14:54:38","Boston","20708442","3","javascript"
"2517719","Floegipoky","2017-07-12 22:25:31","Boston","31253080","42069","nerdtree"
"2354978","ib4u","2017-05-11 19:14:54","Boston","43903122","112887","luigi"
"1085186","StackFlowed","2017-06-07 20:28:49","Boston","26369078","17","java"
"1085186","StackFlowed","2017-03-23 15:52:45","Boston","32720476","17","java"
"283296","Amelio Vazquez-Reina","2017-02-01 23:18:44","Boston","41989077","4190","numpy"
"283296","Amelio Vazquez-Reina","2017-05-11 12:12:29","Boston","43880167","99284","seaborn"
"741099","Nyxynyx","2017-05-03 15:36:56","Boston","43713170","100042","node-celery"
"1085186","StackFlowed","2017-06-07 20:28:49","Boston","26369078","7792","string-concatenation"
"283296","Amelio Vazquez-Reina","2017-02-01 23:18:44","Boston","41989077","67719","pandas"
"3201696","ajmajmajma","2017-12-19 20:02:35","Boston","28819510","3","javascript"
"4400697","nmusleh","2017-08-06 21:04:17","Boston","45536057","92905","route-provider"
"2816869","f1lt3r","2017-11-19 16:48:28","Boston","47363268","1926","types"
"8418924","Utkarsh M","2017-08-08 15:28:04","Boston","45513432","3","javascript"
"741099","Nyxynyx","2017-04-01 12:33:04","Boston","43155211","20400","scipy"
"4179866","giuseppe","2017-09-29 09:39:32","Boston","26663573","23577","nsstring"
"741099","Nyxynyx","2017-04-24 22:43:11","Boston","43598157","54400","python-multithreading"
"3201696","ajmajmajma","2017-02-01 17:37:41","Boston","41985336","2","html"
"8489616","Jerry Tiller","2017-08-21 10:36:14","Boston","45778214","3","javascript"
"8489616","Jerry Tiller","2017-08-21 10:36:14","Boston","45778214","694","null"
"741099","Nyxynyx","2017-10-28 23:26:42","Boston","46995307","67719","pandas"
"741099","Nyxynyx","2017-07-20 01:28:29","Boston","33862317","92230","theano"
"1731862","Ankur Shanbhag","2017-12-15 18:05:19","Boston, Massachusetts","17972270","17","java"
"741099","Nyxynyx","2017-05-01 00:58:26","Boston","43711708","3","javascript"
"741099","Nyxynyx","2017-10-28 23:26:42","Boston","46995307","1263","datetime"
"741099","Nyxynyx","2017-04-24 22:43:11","Boston","43598157","6159","pyqt"
"1085186","StackFlowed","2017-02-20 21:08:50","Boston","42353739","17","java"
"3201696","ajmajmajma","2017-02-01 17:37:41","Boston","41985336","3","javascript"
"3201696","ajmajmajma","2017-10-07 02:03:25","Boston","46614623","3","javascript"
"3201696","ajmajmajma","2017-02-01 17:37:41","Boston","41985336","92497","reactjs"
"741099","Nyxynyx","2017-07-20 01:28:29","Boston","33862317","59047","python-2.7"
"741099","Nyxynyx","2017-04-01 12:33:04","Boston","43155211","59047","python-2.7"
"741099","Nyxynyx","2017-04-24 22:43:11","Boston","43598157","59047","python-2.7"
"8168266","Yihao Hu","2017-06-23 21:02:28","Boston","44729709","3","javascript"
"2816869","f1lt3r","2017-11-19 16:48:28","Boston","47363268","126882","index-signature"
"741099","Nyxynyx","2017-10-26 22:40:05","Boston","16453644","67719","pandas"
"283296","Amelio Vazquez-Reina","2017-01-13 07:11:48","Boston","41628516","20400","scipy"
"2415684","jenesaisquoi","2017-12-12 20:16:10","Boston","6802420","5810","driver"
"283296","Amelio Vazquez-Reina","2017-05-26 13:34:25","Boston","22795348","99284","seaborn"
"741099","Nyxynyx","2017-03-01 23:50:10","Boston","42543933","1381","multithreading"
"1731862","Ankur Shanbhag","2017-12-26 23:19:36","Boston, Massachusetts","18144820","17","java"
"2415684","jenesaisquoi","2017-05-25 02:27:05","Boston","31931495","18","regex"
"741099","Nyxynyx","2017-02-08 08:32:28","Boston","20861880","3","javascript"
"741099","Nyxynyx","2017-01-15 04:43:14","Boston","21083248","3","javascript"
"741099","Nyxynyx","2017-10-26 22:40:05","Boston","16453644","4190","numpy"
"741099","Nyxynyx","2017-10-26 22:40:05","Boston","16453644","59047","python-2.7"
"7465863","Alex M","2017-01-26 07:02:49","Boston","41838619","17","java"
"741099","Nyxynyx","2017-04-17 22:24:26","Boston","41105525","3","javascript"
"741099","Nyxynyx","2017-01-18 01:54:30","Boston","41233634","3","javascript"
"283296","Amelio Vazquez-Reina","2017-05-26 13:34:25","Boston","22795348","67719","pandas"
"7436139","vanegeek","2017-10-11 21:14:45","Boston","46697385","3","javascript"
"741099","Nyxynyx","2017-04-17 22:24:26","Boston","41105525","92497","reactjs"
"741099","Nyxynyx","2017-01-18 01:54:30","Boston","41233634","92497","reactjs"
"741099","Nyxynyx","2017-03-01 23:50:10","Boston","42543933","59047","python-2.7"
"3148025","bradnoble","2017-02-03 18:37:44","Boston","42015025","112083","dashdb"
"1731862","Ankur Shanbhag","2017-12-26 23:19:36","Boston, Massachusetts","18144820","59767","data-structures"
"741099","Nyxynyx","2017-07-25 07:52:13","Boston","16376159","67719","pandas"
"741099","Nyxynyx","2017-08-05 22:12:41","Boston","45526778","3","javascript"
"741099","Nyxynyx","2017-11-25 20:23:01","Boston","47489983","3","javascript"
"741099","Nyxynyx","2017-07-25 07:52:13","Boston","16376159","20400","scipy"
"283296","Amelio Vazquez-Reina","2017-06-01 05:09:15","Boston","22284502","20400","scipy"
